岗位名称,公司名称,学历,公司规模,地区,福利待遇,行业,薪资,经验,发布时间,详情页
AI软件工程师,深圳市朗坤环境集团股份有限公司,本科,100-299人,龙岗,,政府/公共事业,8千-1.2万,不限,2023-11-19 12:13:06,https://xiaoyuan.zhaopin.com/job/CC000164661J00101918295?from=sz
AI语音机器人资深销售经理,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,9千-1.5万,3-5年,2023-11-16 00:39:26,http://jobs.zhaopin.com/CC181240110J40468086108.htm
AI训练师（英文）,重庆小联信息技术有限公司,本科,500-999人,南山,,互联网,8千-1.5万,1-3年,2023-11-23 01:10:25,http://jobs.zhaopin.com/CCL1288191540J40575779015.htm
AI语音机器人销售主管,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,6千-9千,1-3年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468081108.htm
人工智能科学家（博士 AI智能、NLP方向）,天源迪科,博士,1000-9999人,南山,,计算机软件,2.8万-5万,1-3年,2023-10-27 14:27:27,http://jobs.zhaopin.com/CC130494460J40168570914.htm
AI开发工程师,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.5万-2.5万,3-5年,2023-11-10 01:14:50,http://jobs.zhaopin.com/CC000544460J40463717616.htm
ai解决方案工程师,深圳新旭网络科技有限公司,本科,100-299人,龙华,,企业服务,2万-2.5万,1-3年,2023-11-23 00:24:10,http://jobs.zhaopin.com/CCL1468532440J40470192304.htm
AI工程师助理,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.2万,不限,2023-11-23 00:29:29,http://jobs.zhaopin.com/CCL1383526720J40237141906.htm
机器视觉AI算法工程师,智磊科技(深圳)有限公司,大专,20-99人,福田,,电子/半导体/集成电路,1.5万-2.5万,3-5年,2023-11-07 00:27:23,http://jobs.zhaopin.com/CCL1259573910J40349797805.htm
AI需求分析,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.7万-2.3万,5-10年,2023-11-22 01:21:52,http://jobs.zhaopin.com/CC000544460J40489753016.htm
平面AI/CDR改图/纸雕打样/-包吃包住,深圳市思唯美礼品有限公司,学历不限,20-99人,龙岗,,贸易/进出口,4千-8千,不限,2023-11-24 00:29:53,http://jobs.zhaopin.com/CC732165640J40487553305.htm
研发总监（AI智能、大数据、平台方向）,立林科技,博士,1000-9999人,龙华,,IT服务,3万-6万,5-10年,2023-10-30 14:29:24,http://jobs.zhaopin.com/CC144849730J40523451301.htm
医疗AI产品经理（智慧医疗）,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.5万,1年以下,2023-11-24 00:33:37,http://jobs.zhaopin.com/CCL1383526720J40463244106.htm
AI产品与解决方案专家(J11685),深圳市法本信息技术股份有限公司,本科,1000-9999人,南山,,计算机软件,3万-4万,不限,2023-11-01 09:37:36,http://jobs.zhaopin.com/CC385622410J40484409406.htm
AI语音机器人高级销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,2.5万-3.5万,5-10年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468092008.htm
AI软件工程师,深圳市朗坤环境集团股份有限公司,本科,100-299人,龙岗,,政府/公共事业,8千-1.2万,不限,2023-11-19 12:13:06,https://xiaoyuan.zhaopin.com/job/CC000164661J00101918295?from=sz
AI语音机器人资深销售经理,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,9千-1.5万,3-5年,2023-11-16 00:39:26,http://jobs.zhaopin.com/CC181240110J40468086108.htm
AI训练师（英文）,重庆小联信息技术有限公司,本科,500-999人,南山,,互联网,8千-1.5万,1-3年,2023-11-23 01:10:25,http://jobs.zhaopin.com/CCL1288191540J40575779015.htm
AI语音机器人销售主管,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,6千-9千,1-3年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468081108.htm
SU设计师+AI,深圳市班那马科技有限公司,大专,20-99人,龙岗,,印刷/包装/造纸,8千-1万,1-3年,2023-11-14 00:20:47,http://jobs.zhaopin.com/CC439779380J40492645103.htm
平面设计师（AI和SketchUp硬性要求）,深圳市班那马科技有限公司,大专,20-99人,龙岗,,印刷/包装/造纸,7千-1万,1-3年,2023-11-23 00:19:00,http://jobs.zhaopin.com/CC439779380J40488535503.htm
AI产品经理(J10360),南威软件股份有限公司,硕士,1000-9999人,福田,,计算机软件,2万-2.5万,3-5年,2023-11-22 00:57:39,http://jobs.zhaopin.com/CC455611610J40481055111.htm
ai算法工程师,外企德科,本科,1000-9999人,龙岗,,人力资源服务,2万-3.5万,不限,2023-11-22 00:28:52,http://jobs.zhaopin.com/CC138117190J40458074605.htm
AI 算法工程师（量化算法）-成都/深圳,国科微电子,本科,500-999人,福田,,电子/半导体/集成电路,2.8万-5.5万,不限,2023-11-21 15:55:50,http://jobs.zhaopin.com/CC536030620J40548610914.htm
人工智能科学家（博士 AI智能、NLP方向）,天源迪科,博士,1000-9999人,南山,,计算机软件,2.8万-5万,1-3年,2023-10-27 14:27:27,http://jobs.zhaopin.com/CC130494460J40168570914.htm
AI开发工程师,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.5万-2.5万,3-5年,2023-11-10 01:14:50,http://jobs.zhaopin.com/CC000544460J40463717616.htm
ai解决方案工程师,深圳新旭网络科技有限公司,本科,100-299人,龙华,,企业服务,2万-2.5万,1-3年,2023-11-23 00:24:10,http://jobs.zhaopin.com/CCL1468532440J40470192304.htm
AI工程师助理,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.2万,不限,2023-11-23 00:29:29,http://jobs.zhaopin.com/CCL1383526720J40237141906.htm
机器视觉AI算法工程师,智磊科技(深圳)有限公司,大专,20-99人,福田,,电子/半导体/集成电路,1.5万-2.5万,3-5年,2023-11-07 00:27:23,http://jobs.zhaopin.com/CCL1259573910J40349797805.htm
AI需求分析,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.7万-2.3万,5-10年,2023-11-22 01:21:52,http://jobs.zhaopin.com/CC000544460J40489753016.htm
平面AI/CDR改图/纸雕打样/-包吃包住,深圳市思唯美礼品有限公司,学历不限,20-99人,龙岗,,贸易/进出口,4千-8千,不限,2023-11-24 00:29:53,http://jobs.zhaopin.com/CC732165640J40487553305.htm
研发总监（AI智能、大数据、平台方向）,立林科技,博士,1000-9999人,龙华,,IT服务,3万-6万,5-10年,2023-10-30 14:29:24,http://jobs.zhaopin.com/CC144849730J40523451301.htm
医疗AI产品经理（智慧医疗）,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.5万,1年以下,2023-11-24 00:33:37,http://jobs.zhaopin.com/CCL1383526720J40463244106.htm
AI产品与解决方案专家(J11685),深圳市法本信息技术股份有限公司,本科,1000-9999人,南山,,计算机软件,3万-4万,不限,2023-11-01 09:37:36,http://jobs.zhaopin.com/CC385622410J40484409406.htm
AI语音机器人高级销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,2.5万-3.5万,5-10年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468092008.htm
腾讯游戏AI数据标注员,软通动力信息技术(集团)股份有限公司,本科,10000人以上,南山,,互联网,8千-1.2万,1-3年,2023-11-17 01:16:22,http://jobs.zhaopin.com/CC000544460J40481703016.htm
AI视觉分析开发总监经理,上海安进投资管理有限公司,本科,20人以下,福田,,咨询服务,2.4万-4.5万,3-5年,2023-11-23 13:26:01,http://jobs.zhaopin.com/CC595193520J40511081009.htm
AI高级产品经理(J22687),深圳华大基因科技有限公司,本科,1000-9999人,盐田,,生物工程,1.5万-3万,5-10年,2023-11-01 00:53:12,http://jobs.zhaopin.com/CC195931810J40476730611.htm
ai产品经理,奥萨医药,本科,1000-9999人,南山,,医药制造,1.5万-3万,5-10年,2023-11-08 10:46:22,http://jobs.zhaopin.com/CC153640710J40507197608.htm
ai助理工程师,角元体文创科技(深圳)有限公司,本科,,罗湖,,,6千-1.2万,1-3年,2023-11-23 00:10:46,http://jobs.zhaopin.com/CCL1438017980J40466960401.htm
AI语音机器人重客总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,3.5万-5万,10年以上,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468094308.htm
AI语音机器人销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,1.5万-2.5万,5-10年,2023-11-22 15:24:21,http://jobs.zhaopin.com/CC181240110J40468090208.htm
售后技术员（Ai计算机）,亨盈科技(深圳)有限公司,高中,100-299人,龙华,,专用设备制造,5千-8千,1-3年,2023-11-23 00:56:48,http://jobs.zhaopin.com/CCL1245772100J40528378312.htm
人工智能科学家（AI智能、NLP方向 算法）,天源迪科,硕士,1000-9999人,南山,,计算机软件,1.5万-3万,无经验,2023-10-31 01:05:34,http://jobs.zhaopin.com/CC130494460J40241379714.htm
人工智能科学家（博士 AI智能、NLP方向）,天源迪科,博士,1000-9999人,南山,,计算机软件,2.8万-5万,1-3年,2023-10-27 14:27:27,http://jobs.zhaopin.com/CC130494460J40168570914.htm
AI开发工程师,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.5万-2.5万,3-5年,2023-11-10 01:14:50,http://jobs.zhaopin.com/CC000544460J40463717616.htm
ai解决方案工程师,深圳新旭网络科技有限公司,本科,100-299人,龙华,,企业服务,2万-2.5万,1-3年,2023-11-23 00:24:10,http://jobs.zhaopin.com/CCL1468532440J40470192304.htm
AI工程师助理,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.2万,不限,2023-11-23 00:29:29,http://jobs.zhaopin.com/CCL1383526720J40237141906.htm
机器视觉AI算法工程师,智磊科技(深圳)有限公司,大专,20-99人,福田,,电子/半导体/集成电路,1.5万-2.5万,3-5年,2023-11-07 00:27:23,http://jobs.zhaopin.com/CCL1259573910J40349797805.htm
AI需求分析,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.7万-2.3万,5-10年,2023-11-22 01:21:52,http://jobs.zhaopin.com/CC000544460J40489753016.htm
平面AI/CDR改图/纸雕打样/-包吃包住,深圳市思唯美礼品有限公司,学历不限,20-99人,龙岗,,贸易/进出口,4千-8千,不限,2023-11-24 00:29:53,http://jobs.zhaopin.com/CC732165640J40487553305.htm
研发总监（AI智能、大数据、平台方向）,立林科技,博士,1000-9999人,龙华,,IT服务,3万-6万,5-10年,2023-10-30 14:29:24,http://jobs.zhaopin.com/CC144849730J40523451301.htm
医疗AI产品经理（智慧医疗）,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.5万,1年以下,2023-11-24 00:33:37,http://jobs.zhaopin.com/CCL1383526720J40463244106.htm
AI产品与解决方案专家(J11685),深圳市法本信息技术股份有限公司,本科,1000-9999人,南山,,计算机软件,3万-4万,不限,2023-11-01 09:37:36,http://jobs.zhaopin.com/CC385622410J40484409406.htm
AI语音机器人高级销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,2.5万-3.5万,5-10年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468092008.htm
AI软件工程师,深圳市朗坤环境集团股份有限公司,本科,100-299人,龙岗,,政府/公共事业,8千-1.2万,不限,2023-11-19 12:13:06,https://xiaoyuan.zhaopin.com/job/CC000164661J00101918295?from=sz
AI语音机器人资深销售经理,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,9千-1.5万,3-5年,2023-11-16 00:39:26,http://jobs.zhaopin.com/CC181240110J40468086108.htm
AI训练师（英文）,重庆小联信息技术有限公司,本科,500-999人,南山,,互联网,8千-1.5万,1-3年,2023-11-23 01:10:25,http://jobs.zhaopin.com/CCL1288191540J40575779015.htm
AI语音机器人销售主管,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,6千-9千,1-3年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468081108.htm
SU设计师+AI,深圳市班那马科技有限公司,大专,20-99人,龙岗,,印刷/包装/造纸,8千-1万,1-3年,2023-11-14 00:20:47,http://jobs.zhaopin.com/CC439779380J40492645103.htm
银行AI训练师,深圳中南人才集团有限公司,大专,1000-9999人,南山,,咨询服务,7千-1万,1-3年,2023-11-17 00:46:32,http://jobs.zhaopin.com/CC219225310J40494767509.htm
AI语音机器人销售经理,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,7千-1.2万,3-5年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468083108.htm
ai视觉算法工程师（猎头内推，平安寿险）,深圳佳壹信息技术有限公司,硕士,300-499人,福田,,IT服务,1.9万-2.6万,3-5年,2023-11-01 13:43:03,http://jobs.zhaopin.com/CCL1467984460J40483492416.htm
AI-OCR领域技术架构设计师,深圳市新曜科技有限公司,本科,20-99人,龙岗,,计算机软件,4万-6万,5-10年,2023-11-21 00:32:51,http://jobs.zhaopin.com/CC411814430J40484672906.htm
人工智能科学家（博士 AI智能、NLP方向）,天源迪科,博士,1000-9999人,南山,,计算机软件,2.8万-5万,1-3年,2023-10-27 14:27:27,http://jobs.zhaopin.com/CC130494460J40168570914.htm
研发总监（AI智能、大数据、平台方向）,立林科技,博士,1000-9999人,龙华,,IT服务,3万-6万,5-10年,2023-10-30 14:29:24,http://jobs.zhaopin.com/CC144849730J40523451301.htm
医疗AI产品经理（智慧医疗）,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.5万,1年以下,2023-11-24 00:33:37,http://jobs.zhaopin.com/CCL1383526720J40463244106.htm
AI产品与解决方案专家(J11685),深圳市法本信息技术股份有限公司,本科,1000-9999人,南山,,计算机软件,3万-4万,不限,2023-11-01 09:37:36,http://jobs.zhaopin.com/CC385622410J40484409406.htm
AI语音机器人高级销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,2.5万-3.5万,5-10年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468092008.htm
腾讯游戏AI数据标注员,软通动力信息技术(集团)股份有限公司,本科,10000人以上,南山,,互联网,8千-1.2万,1-3年,2023-11-17 01:16:22,http://jobs.zhaopin.com/CC000544460J40481703016.htm
AI视觉分析开发总监经理,上海安进投资管理有限公司,本科,20人以下,福田,,咨询服务,2.4万-4.5万,3-5年,2023-11-23 13:26:01,http://jobs.zhaopin.com/CC595193520J40511081009.htm
AI高级产品经理(J22687),深圳华大基因科技有限公司,本科,1000-9999人,盐田,,生物工程,1.5万-3万,5-10年,2023-11-01 00:53:12,http://jobs.zhaopin.com/CC195931810J40476730611.htm
ai产品经理,奥萨医药,本科,1000-9999人,南山,,医药制造,1.5万-3万,5-10年,2023-11-08 10:46:22,http://jobs.zhaopin.com/CC153640710J40507197608.htm
ai助理工程师,角元体文创科技(深圳)有限公司,本科,,罗湖,,,6千-1.2万,1-3年,2023-11-23 00:10:46,http://jobs.zhaopin.com/CCL1438017980J40466960401.htm
AI开发工程师,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.5万-2.5万,3-5年,2023-11-10 01:14:50,http://jobs.zhaopin.com/CC000544460J40463717616.htm
ai解决方案工程师,深圳新旭网络科技有限公司,本科,100-299人,龙华,,企业服务,2万-2.5万,1-3年,2023-11-23 00:24:10,http://jobs.zhaopin.com/CCL1468532440J40470192304.htm
平面AI/CDR改图/纸雕打样/-包吃包住,深圳市思唯美礼品有限公司,学历不限,20-99人,龙岗,,贸易/进出口,4千-8千,不限,2023-11-24 00:29:53,http://jobs.zhaopin.com/CC732165640J40487553305.htm
机器视觉AI算法工程师,智磊科技(深圳)有限公司,大专,20-99人,福田,,电子/半导体/集成电路,1.5万-2.5万,3-5年,2023-11-07 00:27:23,http://jobs.zhaopin.com/CCL1259573910J40349797805.htm
AI工程师助理,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.2万,不限,2023-11-23 00:29:29,http://jobs.zhaopin.com/CCL1383526720J40237141906.htm
AI需求分析,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.7万-2.3万,5-10年,2023-11-22 01:21:52,http://jobs.zhaopin.com/CC000544460J40489753016.htm
AI语音机器人重客总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,3.5万-5万,10年以上,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468094308.htm
AI语音机器人销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,1.5万-2.5万,5-10年,2023-11-22 15:24:21,http://jobs.zhaopin.com/CC181240110J40468090208.htm
售后技术员（Ai计算机）,亨盈科技(深圳)有限公司,高中,100-299人,龙华,,专用设备制造,5千-8千,1-3年,2023-11-23 00:56:48,http://jobs.zhaopin.com/CCL1245772100J40528378312.htm
人工智能科学家（AI智能、NLP方向 算法）,天源迪科,硕士,1000-9999人,南山,,计算机软件,1.5万-3万,无经验,2023-10-31 01:05:34,http://jobs.zhaopin.com/CC130494460J40241379714.htm
人工智能科学家（博士 AI智能、NLP方向）,天源迪科,博士,1000-9999人,南山,,计算机软件,2.8万-5万,1-3年,2023-10-27 14:27:27,http://jobs.zhaopin.com/CC130494460J40168570914.htm
AI开发工程师,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.5万-2.5万,3-5年,2023-11-10 01:14:50,http://jobs.zhaopin.com/CC000544460J40463717616.htm
ai解决方案工程师,深圳新旭网络科技有限公司,本科,100-299人,龙华,,企业服务,2万-2.5万,1-3年,2023-11-23 00:24:10,http://jobs.zhaopin.com/CCL1468532440J40470192304.htm
AI工程师助理,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.2万,不限,2023-11-23 00:29:29,http://jobs.zhaopin.com/CCL1383526720J40237141906.htm
机器视觉AI算法工程师,智磊科技(深圳)有限公司,大专,20-99人,福田,,电子/半导体/集成电路,1.5万-2.5万,3-5年,2023-11-07 00:27:23,http://jobs.zhaopin.com/CCL1259573910J40349797805.htm
AI需求分析,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.7万-2.3万,5-10年,2023-11-22 01:21:52,http://jobs.zhaopin.com/CC000544460J40489753016.htm
平面AI/CDR改图/纸雕打样/-包吃包住,深圳市思唯美礼品有限公司,学历不限,20-99人,龙岗,,贸易/进出口,4千-8千,不限,2023-11-24 00:29:53,http://jobs.zhaopin.com/CC732165640J40487553305.htm
腾讯游戏AI数据标注员,软通动力信息技术(集团)股份有限公司,本科,10000人以上,南山,,互联网,8千-1.2万,1-3年,2023-11-17 01:16:22,http://jobs.zhaopin.com/CC000544460J40481703016.htm
AI视觉分析开发总监经理,上海安进投资管理有限公司,本科,20人以下,福田,,咨询服务,2.4万-4.5万,3-5年,2023-11-23 13:26:01,http://jobs.zhaopin.com/CC595193520J40511081009.htm
AI高级产品经理(J22687),深圳华大基因科技有限公司,本科,1000-9999人,盐田,,生物工程,1.5万-3万,5-10年,2023-11-01 00:53:12,http://jobs.zhaopin.com/CC195931810J40476730611.htm
ai产品经理,奥萨医药,本科,1000-9999人,南山,,医药制造,1.5万-3万,5-10年,2023-11-08 10:46:22,http://jobs.zhaopin.com/CC153640710J40507197608.htm
ai助理工程师,角元体文创科技(深圳)有限公司,本科,,罗湖,,,6千-1.2万,1-3年,2023-11-23 00:10:46,http://jobs.zhaopin.com/CCL1438017980J40466960401.htm
研发总监（AI智能、大数据、平台方向）,立林科技,博士,1000-9999人,龙华,,IT服务,3万-6万,5-10年,2023-10-30 14:29:24,http://jobs.zhaopin.com/CC144849730J40523451301.htm
医疗AI产品经理（智慧医疗）,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.5万,1年以下,2023-11-24 00:33:37,http://jobs.zhaopin.com/CCL1383526720J40463244106.htm
AI产品与解决方案专家(J11685),深圳市法本信息技术股份有限公司,本科,1000-9999人,南山,,计算机软件,3万-4万,不限,2023-11-01 09:37:36,http://jobs.zhaopin.com/CC385622410J40484409406.htm
AI语音机器人高级销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,2.5万-3.5万,5-10年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468092008.htm
AI机器学习,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,1.1万-1.8万,不限,2023-11-24 00:32:39,http://jobs.zhaopin.com/CCL1383526720J40237127006.htm
AI应用工程师,深圳市华熠实业有限公司,本科,100-299人,龙岗,,电子商务,1.1万-2.2万,1-3年,2023-11-18 00:57:01,http://jobs.zhaopin.com/CC883675340J40483095711.htm
AI算法工程师,香港城市大学深圳研究院,本科,20-99人,南山,,学术/科研,2.5万-3.5万,1-3年,2023-11-23 00:56:53,http://jobs.zhaopin.com/CC145260890J40528929712.htm
AI机器人训练员8k包住,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,9千-1.2万,不限,2023-11-24 00:32:41,http://jobs.zhaopin.com/CCL1383526720J40257637506.htm
人工智能科学家（博士 AI智能、NLP方向）,天源迪科,博士,1000-9999人,南山,,计算机软件,2.8万-5万,1-3年,2023-10-27 14:27:27,http://jobs.zhaopin.com/CC130494460J40168570914.htm
AI开发工程师,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.5万-2.5万,3-5年,2023-11-10 01:14:50,http://jobs.zhaopin.com/CC000544460J40463717616.htm
ai解决方案工程师,深圳新旭网络科技有限公司,本科,100-299人,龙华,,企业服务,2万-2.5万,1-3年,2023-11-23 00:24:10,http://jobs.zhaopin.com/CCL1468532440J40470192304.htm
AI工程师助理,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.2万,不限,2023-11-23 00:29:29,http://jobs.zhaopin.com/CCL1383526720J40237141906.htm
机器视觉AI算法工程师,智磊科技(深圳)有限公司,大专,20-99人,福田,,电子/半导体/集成电路,1.5万-2.5万,3-5年,2023-11-07 00:27:23,http://jobs.zhaopin.com/CCL1259573910J40349797805.htm
AI需求分析,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.7万-2.3万,5-10年,2023-11-22 01:21:52,http://jobs.zhaopin.com/CC000544460J40489753016.htm
平面AI/CDR改图/纸雕打样/-包吃包住,深圳市思唯美礼品有限公司,学历不限,20-99人,龙岗,,贸易/进出口,4千-8千,不限,2023-11-24 00:29:53,http://jobs.zhaopin.com/CC732165640J40487553305.htm
腾讯游戏AI数据标注员,软通动力信息技术(集团)股份有限公司,本科,10000人以上,南山,,互联网,8千-1.2万,1-3年,2023-11-17 01:16:22,http://jobs.zhaopin.com/CC000544460J40481703016.htm
AI视觉分析开发总监经理,上海安进投资管理有限公司,本科,20人以下,福田,,咨询服务,2.4万-4.5万,3-5年,2023-11-23 13:26:01,http://jobs.zhaopin.com/CC595193520J40511081009.htm
AI高级产品经理(J22687),深圳华大基因科技有限公司,本科,1000-9999人,盐田,,生物工程,1.5万-3万,5-10年,2023-11-01 00:53:12,http://jobs.zhaopin.com/CC195931810J40476730611.htm
ai产品经理,奥萨医药,本科,1000-9999人,南山,,医药制造,1.5万-3万,5-10年,2023-11-08 10:46:22,http://jobs.zhaopin.com/CC153640710J40507197608.htm
ai助理工程师,角元体文创科技(深圳)有限公司,本科,,罗湖,,,6千-1.2万,1-3年,2023-11-23 00:10:46,http://jobs.zhaopin.com/CCL1438017980J40466960401.htm
AI软件工程师,深圳市朗坤环境集团股份有限公司,本科,100-299人,龙岗,,政府/公共事业,8千-1.2万,不限,2023-11-19 12:13:06,https://xiaoyuan.zhaopin.com/job/CC000164661J00101918295?from=sz
AI语音机器人资深销售经理,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,9千-1.5万,3-5年,2023-11-16 00:39:26,http://jobs.zhaopin.com/CC181240110J40468086108.htm
AI训练师（英文）,重庆小联信息技术有限公司,本科,500-999人,南山,,互联网,8千-1.5万,1-3年,2023-11-23 01:10:25,http://jobs.zhaopin.com/CCL1288191540J40575779015.htm
AI语音机器人销售主管,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,6千-9千,1-3年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468081108.htm
SU设计师+AI,深圳市班那马科技有限公司,大专,20-99人,龙岗,,印刷/包装/造纸,8千-1万,1-3年,2023-11-14 00:20:47,http://jobs.zhaopin.com/CC439779380J40492645103.htm
研发总监（AI智能、大数据、平台方向）,立林科技,博士,1000-9999人,龙华,,IT服务,3万-6万,5-10年,2023-10-30 14:29:24,http://jobs.zhaopin.com/CC144849730J40523451301.htm
医疗AI产品经理（智慧医疗）,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.5万,1年以下,2023-11-24 00:33:37,http://jobs.zhaopin.com/CCL1383526720J40463244106.htm
AI产品与解决方案专家(J11685),深圳市法本信息技术股份有限公司,本科,1000-9999人,南山,,计算机软件,3万-4万,不限,2023-11-01 09:37:36,http://jobs.zhaopin.com/CC385622410J40484409406.htm
人工智能科学家（博士 AI智能、NLP方向）,天源迪科,博士,1000-9999人,南山,,计算机软件,2.8万-5万,1-3年,2023-10-27 14:27:27,http://jobs.zhaopin.com/CC130494460J40168570914.htm
研发总监（AI智能、大数据、平台方向）,立林科技,博士,1000-9999人,龙华,,IT服务,3万-6万,5-10年,2023-10-30 14:29:24,http://jobs.zhaopin.com/CC144849730J40523451301.htm
医疗AI产品经理（智慧医疗）,深圳市智胜益辉科技有限公司,本科,20-99人,龙岗,,计算机软件,8千-1.5万,1年以下,2023-11-24 00:33:37,http://jobs.zhaopin.com/CCL1383526720J40463244106.htm
AI产品与解决方案专家(J11685),深圳市法本信息技术股份有限公司,本科,1000-9999人,南山,,计算机软件,3万-4万,不限,2023-11-01 09:37:36,http://jobs.zhaopin.com/CC385622410J40484409406.htm
AI语音机器人高级销售总监,福建博士通信息股份有限公司,本科,100-299人,福田,,运营商/增值服务,2.5万-3.5万,5-10年,2023-11-22 00:40:53,http://jobs.zhaopin.com/CC181240110J40468092008.htm
腾讯游戏AI数据标注员,软通动力信息技术(集团)股份有限公司,本科,10000人以上,南山,,互联网,8千-1.2万,1-3年,2023-11-17 01:16:22,http://jobs.zhaopin.com/CC000544460J40481703016.htm
AI视觉分析开发总监经理,上海安进投资管理有限公司,本科,20人以下,福田,,咨询服务,2.4万-4.5万,3-5年,2023-11-23 13:26:01,http://jobs.zhaopin.com/CC595193520J40511081009.htm
AI高级产品经理(J22687),深圳华大基因科技有限公司,本科,1000-9999人,盐田,,生物工程,1.5万-3万,5-10年,2023-11-01 00:53:12,http://jobs.zhaopin.com/CC195931810J40476730611.htm
ai产品经理,奥萨医药,本科,1000-9999人,南山,,医药制造,1.5万-3万,5-10年,2023-11-08 10:46:22,http://jobs.zhaopin.com/CC153640710J40507197608.htm
ai助理工程师,角元体文创科技(深圳)有限公司,本科,,罗湖,,,6千-1.2万,1-3年,2023-11-23 00:10:46,http://jobs.zhaopin.com/CCL1438017980J40466960401.htm
AI开发工程师,软通动力信息技术(集团)股份有限公司,本科,10000人以上,龙岗,,互联网,1.5万-2.5万,3-5年,2023-11-10 01:14:50,http://jobs.zhaopin.com/CC000544460J40463717616.htm
ai解决方案工程师,深圳新旭网络科技有限公司,本科,100-299人,龙华,,企业服务,2万-2.5万,1-3年,2023-11-23 00:24:10,http://jobs.zhaopin.com/CCL1468532440J40470192304.htm
